0.043858618,0.061422161,0.100995285,0.028454493,0.027319636
0.026963388,0.031412054,0.029230035,0.016720506,0.027020989
0.01595354,0.017727377,0.098269662,0.063093046,0.033302602
0.013558082,0.085250947,0.032037607,0.04573208,0.058725959
0.021285307,0.022855742,0.029319257,0.045815421,0.021938299
0.010928996,0.038059425,0.083283978,0.069215342,0.01904314
0.033935619,0.080915895,0.023805514,0.098087658,0.031544619
0.089934036,0.017778204,0.086757635,0.054169239,0.018878216
0.074968698,0.103127267,0.060380375,0.044731748,0.048390026
0.055310317,0.016284867,0.073885982,0.035664026,0.037019112
0.027122867,0.039292041,0.018838218,0.021150879,0.060497364
0.050679585,0.076845246,0.101276926,0.063921426,0.036950023
0.011773484,0.009260923,0.0250803,0.047237165,0.01287914
0.114238127,0.094127475,0.053829477,0.033484034,0.028107899
0.013329908,0.065735488,0.101516077,0.084999396,0.030605022
0.111552659,0.023573166,0.097876107,0.021731433,0.020642452
0.031618413,0.054099107,0.067349492,0.0255371,0.056921681
0.103016831,0.075926411,0.097360356,0.024398914,0.054109775
0.025884521,0.021349917,0.045062147,0.085226934,0.038797736
0.026606581,0.064046347,0.046759538,0.028538918,0.054297169
0.029144386,0.057111321,0.023392661,0.044080783,0.030423132
0.011521651,0.044865205,0.018035046,0.043935542,0.035575983
0.096973695,0.027560548,0.102620538,0.043295901,0.074279547
0.08534998,0.038004702,0.020747474,0.020853582,0.010279871
0.018836238,0.056670913,0.023929631,0.044305553,0.107267712
0.054317595,0.007530452,0.025484374,0.027606878,0.031898424
0.023691103,0.060807568,0.103112979,0.008605508,0.093791913
0.042378055,0.095389567,0.018936339,0.022748954,0.080216306
0.011288907,0.055257719,0.109217026,0.095674794,0.01768168
0.011987897,0.016350138,0.018959421,0.085622485,0.120873734
